OrderID,OrderDate,Region,StoreID,Product,Quantity,UnitPrice
1554,2025-02-27,West,114,Smartwatch,1,240.01
1555,2025-01-16,North,106,Drone,2,644.63
1556,2025-02-21,South,115,Camera,3,532.91
1557,2025-01-21,West,114,Printer,3,136.51
1558,2025-02-17,West,104,Headphones,3,84.13
1559,2025-01-11,East,103,Drone,2,716.6
1560,2025-03-08,East,110,Gaming Console,1,453.15
1561,2025-01-07,South,107,Smartphone,4,653.4
1562,2025-01-31,South,119,Monitor,4,217.81
1563,2025-03-02,West,106,Camera,1,519.32
1564,2025-01-12,North,110,Drone,1,700.34
1565,2025-03-30,South,119,Camera,4,468.14
1566,2025-01-24,South,104,Printer,3,152.79
1567,2025-03-28,East,113,Drone,4,666.73
1568,2025-03-29,South,115,Camera,4,511.56
1569,2025-02-10,East,106,Gaming Console,4,406.1
1570,2025-03-07,West,109,Smartwatch,4,249.75
1571,2025-01-20,West,117,Laptop,5,733.03
1572,2025-02-12,South,119,Tablet,1,399.55
1573,2025-02-04,South,115,Camera,2,528.77
1574,2025-03-26,West,109,Drone,3,702.08
1575,2025-03-06,North,103,Tablet,2,415.75
1576,2025-04-01,North,106,Drone,1,737.57
1577,2025-03-01,South,106,Camera,5,534.31
1578,2025-01-05,South,109,Monitor,3,191.96
1579,2025-01-17,West,108,Headphones,4,76.3
1580,2025-02-28,North,111,Printer,4,161.34
1581,2025-03-11,West,116,Smartwatch,3,272.12
1582,2025-03-31,North,117,Printer,3,155.76
1583,2025-01-15,West,111,Monitor,4,188.6
1584,2025-03-19,East,116,Tablet,2,371.85
1585,2025-01-31,East,116,Tablet,5,383.34
1586,2025-01-23,East,117,Tablet,4,414.37
1587,2025-03-13,East,115,Tablet,5,412.03
1588,2025-01-27,South,118,Camera,2,506.53
1589,2025-01-08,East,107,Smartphone,4,550.31
1590,2025-02-24,West,118,Gaming Console,4,424.21
1591,2025-02-17,East,110,Tablet,4,424.82
1592,2025-04-01,West,107,Laptop,4,827.9
1593,2025-03-02,South,105,Gaming Console,3,432.05
1594,2025-02-21,West,113,Headphones,4,79.99
1595,2025-03-18,West,119,Headphones,4,73.58
1596,2025-03-09,South,108,Gaming Console,1,423.51
1597,2025-01-28,North,106,Gaming Console,4,480.86
1598,2025-01-11,South,106,Tablet,2,360.49
1599,2025-03-02,West,103,Smartphone,4,631.21
1600,2025-02-04,East,102,Drone,3,641.64
1601,2025-03-04,North,105,Gaming Console,2,472.73
1602,2025-01-13,North,104,Gaming Console,1,469.98
1603,2025-03-18,North,105,Printer,2,162.26
1604,2025-01-09,South,118,Smartphone,5,602.52
1605,2025-03-08,North,104,Tablet,3,370.81
1606,2025-03-29,West,110,Tablet,4,438.18
1607,2025-02-14,West,112,Smartphone,2,631.15
1608,2025-03-27,East,101,Monitor,2,189.98
1609,2025-03-04,South,119,Smartphone,1,587.3
1610,2025-03-23,North,119,Headphones,5,73.74
1611,2025-03-18,East,110,Camera,4,544.48
1612,2025-03-07,North,107,Tablet,5,400.19
1613,2025-03-01,West,113,Smartphone,2,624.83
1614,2025-03-02,East,114,Headphones,3,85.07
1615,2025-01-11,East,118,Smartwatch,3,249.37
1616,2025-03-28,North,113,Tablet,4,397.03
1617,2025-01-01,West,120,Printer,2,151.09
1618,2025-02-08,North,109,Headphones,4,84.68
1619,2025-01-16,West,118,Headphones,2,79.06
1620,2025-02-09,North,115,Monitor,1,194.35
1621,2025-02-02,East,110,Smartphone,4,553.87
1622,2025-01-04,South,109,Laptop,3,823.1
1623,2025-01-27,North,119,Printer,3,157.78
1624,2025-01-26,South,114,Laptop,4,807.89
1625,2025-01-08,North,114,Smartwatch,5,255.12
1626,2025-01-10,West,108,Smartwatch,1,252.1
1627,2025-01-13,North,109,Tablet,2,397.78
1628,2025-01-12,East,102,Printer,2,154.22
1629,2025-01-27,North,111,Headphones,5,86.4
1630,2025-02-10,North,113,Gaming Console,1,447.56
1631,2025-03-12,East,112,Camera,5,506.3
1632,2025-03-10,North,103,Smartwatch,5,243.45
1633,2025-02-06,West,115,Headphones,1,87.26
1634,2025-02-21,West,107,Camera,3,498.9
1635,2025-03-11,East,115,Smartphone,4,624.13
1636,2025-02-07,West,118,Monitor,4,184.21
1637,2025-02-15,West,110,Camera,2,501.22
1638,2025-03-25,West,103,Monitor,2,186.09
1639,2025-03-11,West,106,Camera,1,513.79
1640,2025-02-13,West,116,Drone,3,739.61
1641,2025-01-02,South,101,Laptop,3,861.22
1642,2025-03-29,South,109,Printer,1,141.77
1643,2025-01-16,South,118,Headphones,2,73.79
1644,2025-02-25,North,102,Camera,4,470.39
1645,2025-03-15,South,104,Laptop,1,721.89
1646,2025-02-03,South,108,Camera,5,477.43
1647,2025-03-17,South,112,Smartwatch,2,234.39
1648,2025-01-10,South,113,Tablet,4,418.34
1649,2025-01-09,East,114,Printer,2,140.14
1650,2025-03-25,South,114,Laptop,5,851.22
1651,2025-01-03,East,111,Headphones,3,80.26
1652,2025-01-04,West,117,Printer,2,163.67
1653,2025-02-06,South,101,Printer,5,145.59
1654,2025-03-23,South,102,Monitor,3,188.66
1655,2025-02-17,East,109,Smartwatch,2,245.3
1656,2025-03-30,West,118,Smartphone,5,651.22
1657,2025-01-04,East,108,Monitor,4,184.29
1658,2025-02-25,North,106,Camera,3,484.46
1659,2025-01-22,North,119,Drone,3,700.7
1660,2025-03-27,West,112,Printer,2,136.06
1661,2025-03-01,West,105,Monitor,4,183.68
1662,2025-03-04,East,105,Smartwatch,3,233.29
1663,2025-01-02,West,112,Drone,5,651.04
1664,2025-02-20,East,117,Drone,2,723.34
1665,2025-02-07,South,114,Gaming Console,3,449.03
1666,2025-03-14,South,103,Gaming Console,4,450.86
1667,2025-03-12,North,115,Tablet,3,424.6
1668,2025-01-05,East,112,Gaming Console,5,472.78
1669,2025-01-16,North,109,Monitor,3,191.03
1670,2025-02-19,North,104,Gaming Console,1,426.19
1671,2025-03-21,West,117,Laptop,4,758.1
1672,2025-01-13,East,115,Smartphone,2,571.56
1673,2025-03-21,East,108,Gaming Console,5,462.21
1674,2025-03-03,East,103,Tablet,5,427.77
1675,2025-01-29,East,118,Laptop,3,779.57
1676,2025-01-02,East,116,Camera,1,514.53
1677,2025-03-05,South,104,Smartphone,1,609.96
1678,2025-03-05,South,120,Printer,2,135.47
1679,2025-03-17,West,101,Gaming Console,4,408.96
1680,2025-01-02,South,107,Headphones,5,84.97
1681,2025-01-06,North,105,Printer,5,138.23
1682,2025-02-06,South,112,Printer,3,156.49
1683,2025-02-12,North,120,Smartphone,4,600.68
1684,2025-02-23,East,114,Camera,1,495.53
1685,2025-02-23,West,109,Tablet,2,387.35
1686,2025-01-12,West,109,Gaming Console,1,433.72
1687,2025-01-12,East,115,Monitor,2,203.04
1688,2025-03-08,East,101,Headphones,3,85.06
1689,2025-01-09,West,119,Printer,5,145.98
1690,2025-03-30,North,110,Monitor,5,191.69
1691,2025-02-20,East,108,Laptop,5,816.84
1692,2025-02-19,West,109,Monitor,4,185.37
1693,2025-03-24,East,109,Gaming Console,1,428.03
1694,2025-02-27,West,118,Monitor,3,219.43
1695,2025-03-03,West,102,Camera,1,531.39
1696,2025-02-25,North,114,Drone,3,755.29
1697,2025-02-22,South,109,Tablet,3,388.75
1698,2025-01-22,West,111,Laptop,3,762.32
1699,2025-01-14,East,106,Laptop,1,826.95
1700,2025-01-27,South,111,Smartwatch,4,258.63
1701,2025-03-12,South,120,Tablet,3,404.14
1702,2025-03-24,West,117,Drone,3,644.85
1703,2025-03-29,East,107,Smartwatch,5,241.89
1704,2025-03-08,West,113,Monitor,2,194.86
1705,2025-03-14,North,111,Gaming Console,1,456.17
1706,2025-03-12,East,120,Headphones,1,86.94
1707,2025-01-06,East,115,Smartwatch,2,256.56
1708,2025-02-02,East,120,Printer,4,163.18
1709,2025-01-07,South,101,Headphones,4,72.55
1710,2025-03-30,East,105,Headphones,4,85.93
1711,2025-02-08,West,113,Headphones,5,85.46
1712,2025-02-18,North,109,Tablet,4,421.25
1713,2025-01-22,North,111,Gaming Console,5,437.59
1714,2025-01-31,North,101,Monitor,5,217.58
1715,2025-01-11,South,112,Gaming Console,1,412.56
1716,2025-01-25,North,106,Camera,3,505.53
1717,2025-02-28,North,118,Tablet,2,412.16
1718,2025-01-26,West,115,Laptop,2,814.97
1719,2025-02-08,North,113,Gaming Console,1,488.85
1720,2025-02-18,West,108,Headphones,3,82.9
1721,2025-03-21,South,104,Printer,3,157.91
1722,2025-02-28,North,106,Drone,2,719.47
1723,2025-03-14,North,101,Camera,5,512.8
1724,2025-03-20,South,119,Tablet,1,413.66
1725,2025-03-03,East,112,Drone,3,681.9
1726,2025-02-10,North,117,Laptop,3,860.41
1727,2025-02-13,North,105,Tablet,5,372.66
1728,2025-03-17,East,116,Tablet,5,374.52
1729,2025-03-08,North,106,Laptop,1,791.17
1730,2025-02-27,North,104,Monitor,4,207.27
1731,2025-01-13,West,117,Headphones,4,83.34
1732,2025-02-05,West,116,Laptop,1,788.78
1733,2025-01-08,South,102,Tablet,3,418.36
1734,2025-03-05,East,111,Tablet,4,421.53
1735,2025-01-17,North,107,Monitor,3,191.08
1736,2025-03-29,North,109,Gaming Console,4,464.28
1737,2025-03-20,East,109,Tablet,4,372.48
1738,2025-03-11,North,112,Gaming Console,5,458.12
1739,2025-01-30,East,116,Printer,1,158.02
1740,2025-02-25,East,104,Headphones,4,87.49
1741,2025-02-12,South,117,Smartwatch,3,273.26
1742,2025-03-20,South,104,Headphones,4,87.88
1743,2025-01-23,North,105,Laptop,5,743.35
1744,2025-03-09,North,107,Camera,2,524.04
1745,2025-03-25,West,102,Monitor,2,212.56
1746,2025-01-19,West,104,Monitor,5,186.96
1747,2025-01-17,East,109,Monitor,5,211.5
1748,2025-03-04,South,110,Camera,3,514.64
1749,2025-01-25,West,103,Headphones,4,75.27
1750,2025-01-18,North,104,Gaming Console,5,434.66
1751,2025-01-05,North,112,Laptop,3,724.19
1752,2025-01-22,South,116,Tablet,2,435.05
1753,2025-02-18,South,111,Smartwatch,4,261.19
1754,2025-02-09,South,119,Smartwatch,1,268.31
1755,2025-02-14,South,117,Laptop,4,825.32
1756,2025-02-14,South,112,Laptop,2,799.88
1757,2025-01-25,West,105,Smartphone,5,600.45
1758,2025-03-11,West,118,Drone,1,662.03
1759,2025-01-14,North,110,Smartwatch,4,248.62
1760,2025-02-22,North,106,Gaming Console,4,468.15
1761,2025-02-07,North,112,Smartwatch,2,238.97
1762,2025-01-17,North,114,Gaming Console,5,439.22
1763,2025-01-08,East,111,Smartwatch,3,246.6
1764,2025-02-11,North,119,Drone,5,660.37
1765,2025-03-14,North,120,Monitor,4,218.5
1766,2025-03-24,North,107,Smartwatch,4,252.87
1767,2025-03-23,South,109,Monitor,3,210.56
1768,2025-02-01,West,115,Headphones,3,75.08
1769,2025-01-24,South,103,Camera,4,469.0
1770,2025-02-04,West,110,Smartphone,3,658.88
1771,2025-01-25,East,104,Smartwatch,3,246.98
1772,2025-01-19,North,103,Monitor,3,219.45
1773,2025-02-09,East,102,Monitor,5,191.74
1774,2025-03-12,South,106,Smartwatch,4,229.86
1775,2025-03-11,North,107,Laptop,2,818.46
1776,2025-02-09,East,104,Monitor,4,211.58
1777,2025-01-08,West,107,Smartwatch,3,274.78
1778,2025-01-14,West,101,Smartwatch,2,259.09
1779,2025-01-09,South,101,Drone,2,646.03
1780,2025-03-21,South,118,Drone,4,738.06
1781,2025-01-01,South,104,Headphones,5,81.48
1782,2025-03-20,West,105,Tablet,3,403.13
1783,2025-03-19,East,111,Headphones,1,87.19
1784,2025-01-20,South,114,Camera,2,477.89
1785,2025-02-06,East,103,Tablet,1,399.21
1786,2025-02-20,East,108,Headphones,2,85.1
1787,2025-03-25,South,107,Printer,4,139.76
1788,2025-02-18,North,117,Drone,5,738.09
1789,2025-02-09,West,112,Headphones,1,85.28
1790,2025-03-19,North,109,Camera,1,520.18
1791,2025-01-20,South,112,Camera,1,518.55
1792,2025-03-08,East,116,Smartphone,1,617.29
1793,2025-03-18,West,108,Smartwatch,2,228.45
1794,2025-01-09,West,105,Camera,5,488.23
1795,2025-03-06,North,111,Headphones,2,82.88
1796,2025-01-18,East,116,Drone,5,683.91
1797,2025-02-16,West,119,Tablet,4,420.31
1798,2025-02-10,West,113,Headphones,5,83.62
1799,2025-03-18,West,116,Tablet,5,411.42
1800,2025-02-05,West,110,Laptop,3,823.52
1801,2025-03-12,East,116,Drone,3,649.21
1802,2025-02-02,South,114,Laptop,2,866.46
1803,2025-01-15,East,119,Camera,2,549.03
1804,2025-01-14,North,104,Smartwatch,3,249.14
1805,2025-03-17,East,107,Printer,2,163.14
1806,2025-01-09,East,102,Camera,4,527.4
1807,2025-02-25,North,119,Printer,1,148.64
1808,2025-02-17,West,118,Smartphone,5,621.55
1809,2025-02-11,North,116,Gaming Console,1,428.95
1810,2025-01-25,East,117,Smartphone,2,632.89
1811,2025-01-14,West,112,Smartphone,2,658.58
1812,2025-01-17,North,114,Laptop,1,791.89
1813,2025-03-18,West,115,Headphones,2,85.38
1814,2025-02-03,North,110,Gaming Console,1,454.63
1815,2025-02-19,North,109,Headphones,4,74.17
1816,2025-01-05,East,113,Headphones,3,85.48
1817,2025-01-18,North,115,Smartphone,3,646.74
1818,2025-01-01,South,103,Printer,4,142.43
1819,2025-02-05,East,107,Printer,4,152.63
1820,2025-02-17,North,118,Tablet,1,435.89
1821,2025-02-28,South,110,Laptop,1,872.17
1822,2025-01-24,North,107,Headphones,2,78.93
1823,2025-01-17,South,114,Smartwatch,1,243.34
1824,2025-02-03,East,118,Gaming Console,2,469.24
1825,2025-02-03,South,105,Laptop,2,831.15
1826,2025-02-18,North,104,Headphones,2,73.73
1827,2025-02-04,East,112,Smartphone,3,638.4
1828,2025-03-24,East,117,Smartphone,5,655.39
1829,2025-01-06,South,103,Gaming Console,5,469.48
1830,2025-01-07,South,103,Camera,5,458.25
1831,2025-03-03,North,103,Printer,2,164.57
1832,2025-01-07,East,102,Printer,3,146.05
1833,2025-01-24,North,104,Camera,5,450.07
1834,2025-03-10,West,103,Monitor,1,186.51
1835,2025-02-22,South,111,Tablet,2,439.92
1836,2025-03-12,North,117,Smartphone,5,647.5
1837,2025-03-17,West,104,Headphones,3,86.12
1838,2025-01-13,West,112,Printer,3,157.7
1839,2025-02-13,East,105,Headphones,3,73.05
1840,2025-01-09,South,116,Monitor,4,184.3
1841,2025-03-16,West,108,Drone,2,754.53
1842,2025-03-14,North,105,Drone,2,673.76
1843,2025-01-17,West,120,Drone,2,639.74
1844,2025-03-12,South,104,Headphones,2,76.35
1845,2025-01-22,East,103,Smartwatch,4,241.22
1846,2025-01-16,West,118,Laptop,4,759.46
1847,2025-02-11,South,107,Smartphone,1,600.77
1848,2025-01-25,South,113,Tablet,3,424.4
1849,2025-03-13,South,109,Gaming Console,2,489.59
1850,2025-02-08,South,116,Smartwatch,3,246.31
1851,2025-02-28,East,106,Smartphone,3,552.37
1852,2025-01-01,North,104,Smartwatch,3,257.17
1853,2025-01-14,South,119,Headphones,1,79.71
1854,2025-02-12,North,111,Laptop,5,804.97
1855,2025-02-23,East,103,Camera,3,462.38
1856,2025-03-22,South,106,Smartwatch,4,246.64
1857,2025-01-17,East,106,Tablet,4,370.9
1858,2025-01-12,South,107,Drone,5,695.14
1859,2025-01-13,North,105,Printer,4,164.87
1860,2025-01-11,East,112,Tablet,3,426.71
1861,2025-01-01,West,104,Gaming Console,2,448.76
1862,2025-03-26,South,103,Smartphone,3,650.04
1863,2025-02-15,East,114,Headphones,5,74.31
1864,2025-02-03,West,115,Headphones,2,77.19
1865,2025-02-06,East,106,Headphones,3,76.78
1866,2025-02-05,West,101,Headphones,2,84.43
1867,2025-02-12,East,115,Tablet,1,362.12
1868,2025-01-28,East,111,Gaming Console,1,475.74
1869,2025-03-04,East,114,Printer,1,145.72
1870,2025-03-01,North,114,Camera,4,547.89
1871,2025-01-12,South,119,Smartwatch,4,234.24
1872,2025-02-11,South,101,Headphones,1,75.54
1873,2025-02-12,West,112,Headphones,1,72.54
1874,2025-03-11,East,105,Headphones,5,87.26
1875,2025-03-16,East,114,Laptop,1,739.3
1876,2025-03-27,South,110,Tablet,3,399.09
1877,2025-02-23,West,106,Tablet,3,389.91
1878,2025-02-19,South,116,Smartphone,3,642.19
1879,2025-02-23,West,109,Laptop,5,823.88
1880,2025-02-07,North,118,Tablet,2,389.34
1881,2025-02-26,North,119,Monitor,1,182.92
1882,2025-02-09,East,110,Printer,2,150.81
1883,2025-03-06,South,106,Drone,3,653.64
1884,2025-03-06,East,111,Smartwatch,2,250.84
1885,2025-02-24,South,111,Gaming Console,2,437.58
1886,2025-03-29,North,109,Printer,2,161.68
1887,2025-01-09,East,109,Smartphone,2,589.38
1888,2025-01-10,West,112,Printer,3,156.68
1889,2025-02-19,South,108,Smartwatch,2,267.12
1890,2025-03-04,East,101,Smartphone,2,646.52
1891,2025-03-15,South,101,Printer,2,151.33
1892,2025-01-19,North,103,Smartphone,3,558.93
1893,2025-01-01,North,101,Drone,4,727.43
1894,2025-02-07,South,111,Tablet,1,404.37
1895,2025-03-09,South,110,Camera,3,485.49
1896,2025-03-13,South,120,Printer,1,157.37
1897,2025-02-20,West,104,Tablet,1,432.22
1898,2025-01-20,North,117,Camera,1,465.61
1899,2025-02-11,West,114,Drone,3,663.69
1900,2025-02-26,West,101,Smartphone,1,659.75
1901,2025-01-18,North,111,Smartwatch,3,262.71
1902,2025-01-12,South,119,Drone,5,753.73
1903,2025-03-26,South,115,Monitor,2,202.28
1904,2025-03-05,North,112,Gaming Console,1,471.56
1905,2025-01-26,East,117,Headphones,4,79.06
1906,2025-01-26,North,103,Headphones,2,83.55
1907,2025-03-22,South,116,Printer,5,144.1
1908,2025-03-09,North,117,Printer,5,150.4
1909,2025-01-31,South,102,Drone,5,643.72
1910,2025-02-15,West,119,Printer,1,137.09
1911,2025-03-05,North,118,Camera,4,514.37
1912,2025-03-12,South,116,Smartphone,5,611.74
1913,2025-01-21,North,109,Camera,5,544.74
1914,2025-01-14,South,110,Camera,5,537.2
1915,2025-02-13,North,105,Drone,4,680.81
1916,2025-03-24,South,101,Monitor,2,183.89
1917,2025-02-06,West,108,Tablet,2,389.29
1918,2025-01-01,West,101,Smartwatch,1,242.38
1919,2025-01-19,North,113,Drone,2,661.17
1920,2025-01-14,East,115,Laptop,4,830.05
1921,2025-03-23,North,117,Printer,1,136.61
1922,2025-02-17,South,117,Drone,1,729.85
1923,2025-02-24,North,112,Headphones,1,79.24
1924,2025-02-23,East,106,Camera,4,470.56
1925,2025-02-27,South,115,Smartphone,3,624.85
1926,2025-01-04,West,107,Smartphone,4,619.17
1927,2025-02-18,North,103,Tablet,4,363.66
1928,2025-03-22,South,119,Smartphone,5,619.97
1929,2025-03-09,East,107,Tablet,4,378.83
1930,2025-01-27,East,119,Tablet,3,413.35
1931,2025-01-21,East,101,Gaming Console,1,431.13
1932,2025-03-14,North,115,Smartwatch,5,247.09
1933,2025-02-04,South,107,Camera,5,479.82
1934,2025-03-08,North,113,Headphones,5,86.74
1935,2025-01-13,South,102,Tablet,5,363.18
1936,2025-02-28,North,114,Laptop,1,843.45
1937,2025-01-05,South,117,Camera,1,453.51
1938,2025-03-27,South,114,Gaming Console,1,414.82
1939,2025-03-16,East,103,Drone,3,753.78
1940,2025-04-01,East,105,Smartphone,4,600.23
1941,2025-01-07,North,106,Drone,5,719.2
1942,2025-03-03,North,119,Printer,3,156.66
1943,2025-03-18,West,108,Laptop,1,831.44
1944,2025-01-28,South,107,Smartwatch,5,232.33
1945,2025-01-06,West,116,Headphones,5,85.94
1946,2025-02-02,North,116,Smartphone,4,544.26
1947,2025-04-01,North,119,Gaming Console,5,480.92
1948,2025-02-21,South,112,Tablet,3,375.25
1949,2025-01-25,South,109,Smartphone,3,576.13
1950,2025-01-07,South,119,Tablet,3,433.37
1951,2025-01-28,East,106,Monitor,1,182.37
1952,2025-02-10,West,102,Printer,2,157.94
1953,2025-02-23,South,111,Printer,2,164.75
1954,2025-03-17,South,106,Printer,2,144.21
1955,2025-01-13,North,110,Gaming Console,1,443.65
1956,2025-01-15,South,102,Gaming Console,2,424.29
1957,2025-01-26,East,115,Laptop,1,810.14
1958,2025-03-11,North,116,Drone,1,738.56
1959,2025-03-19,East,102,Monitor,2,191.05
1960,2025-04-01,West,109,Gaming Console,3,407.46
1961,2025-02-11,North,114,Gaming Console,2,493.1
1962,2025-03-12,East,114,Camera,2,530.02
1963,2025-02-07,West,102,Camera,3,522.6
1964,2025-03-14,North,101,Monitor,3,193.86
1965,2025-03-01,West,119,Smartwatch,5,244.43
1966,2025-03-05,West,120,Tablet,3,438.28
1967,2025-01-18,West,111,Smartphone,2,605.15
1968,2025-01-07,South,117,Monitor,1,215.07
1969,2025-03-30,North,117,Smartphone,3,553.19
1970,2025-01-04,East,108,Camera,4,479.23
1971,2025-03-28,North,109,Printer,3,150.02
1972,2025-02-22,East,118,Tablet,2,403.97
1973,2025-01-12,East,101,Drone,1,727.14
1974,2025-01-03,South,115,Camera,4,517.76
1975,2025-01-22,North,114,Tablet,4,418.21
1976,2025-03-02,South,105,Camera,5,500.31
1977,2025-03-25,North,111,Monitor,3,182.67
1978,2025-02-24,East,104,Tablet,3,429.74
1979,2025-03-10,West,119,Camera,1,507.79
1980,2025-01-01,North,113,Gaming Console,2,452.88
1981,2025-02-26,West,110,Camera,1,522.15
1982,2025-02-02,North,113,Camera,5,481.26
1983,2025-01-18,North,101,Gaming Console,1,411.61
1984,2025-03-13,East,119,Smartwatch,1,225.21
1985,2025-01-09,East,103,Tablet,1,383.87
1986,2025-03-29,North,117,Printer,5,143.1
1987,2025-02-17,East,120,Drone,4,762.39
1988,2025-01-18,North,108,Headphones,4,83.69
1989,2025-03-02,East,104,Monitor,3,215.39
1990,2025-01-08,South,102,Gaming Console,1,465.24
1991,2025-01-18,South,116,Laptop,5,819.39
1992,2025-03-02,South,101,Gaming Console,4,469.47
1993,2025-02-15,East,112,Laptop,2,794.77
1994,2025-03-06,North,103,Laptop,3,843.49
1995,2025-01-31,East,110,Gaming Console,5,467.36
1996,2025-03-18,West,102,Camera,1,486.2
1997,2025-03-13,North,117,Tablet,2,430.12
1998,2025-03-02,South,117,Headphones,5,76.22
1999,2025-01-24,East,110,Smartphone,2,567.76
2000,2025-03-26,East,114,Printer,3,148.34
